label,text
spam,Urgent! Verify your bank account immediately.
spam,You have won a lottery worth $34462.
ham,"Dinner is ready, come home soon."
ham,Can you call me when you are free? Fast growth church sound create responsibility.
spam,Earn money fast from home without investment.
spam,Exclusive deal just for you. Click the link.
spam,Free vacation tickets available now.
spam,You have won a lottery worth $63226.
ham,Please send me the assignment notes. Student my where bag situation better.
ham,Your order has been delivered successfully.
spam,Free vacation tickets available now.
spam,Free vacation tickets available now.
spam,You have won a lottery worth $55372.
spam,Get rich quickly with this secret method.
spam,Congratulations! You won $81961 cash prize. Click now!
ham,Can you call me when you are free? Hot control head someone price risk development type.
spam,Claim your free iPhone today.
ham,Thanks for helping me yesterday. Energy quality future national.
spam,Limited time offer! Buy now and save huge.
spam,Exclusive deal just for you. Click the link.
spam,Earn money fast from home without investment.
ham,Please send me the assignment notes. Less team form everything visit nor.
ham,Please send me the assignment notes.
ham,Please send me the assignment notes.
ham,Let's attend the class together. Next line religious yeah security.
ham,Thanks for helping me yesterday. Picture including author grow yourself bar consumer style.
ham,Let's attend the class together. Writer consider marriage man option red.
ham,"Dinner is ready, come home soon. Wish fight find wall."
ham,Can you call me when you are free? Fill generation college must teach throughout understand.
spam,You have won a lottery worth $11994.
spam,You have won a lottery worth $97042.
spam,Congratulations! You won $8780 cash prize. Click now!
spam,Free vacation tickets available now.
ham,"Hey, are we meeting tomorrow? Once state entire southern fish around wall sign."
spam,Claim your free iPhone today.
ham,Meeting has been shifted to 3 PM. Group mind where production.
spam,Your account has been selected for a free reward.
ham,Let's attend the class together. Owner throw method yet church hard.
ham,Please send me the assignment notes.
ham,"Hey, are we meeting tomorrow?"
spam,Congratulations! You won $36224 cash prize. Click now!
spam,Claim your free iPhone today.
ham,Happy birthday! Have a great day. Part black street enjoy past many.
ham,Meeting has been shifted to 3 PM. Result bed reality baby similar my.
spam,Claim your free iPhone today.
ham,Thanks for helping me yesterday. Include our else bank to along.
spam,Urgent! Verify your bank account immediately.
spam,Exclusive deal just for you. Click the link.
spam,Earn money fast from home without investment.
ham,Your order has been delivered successfully.
ham,Can you call me when you are free? Mrs response left claim control decide.
spam,Claim your free iPhone today.
ham,Thanks for helping me yesterday.
ham,Don't forget the project submission. Wait area miss someone entire college rich.
ham,"Dinner is ready, come home soon. Ball history street need."
spam,Free vacation tickets available now.
spam,Congratulations! You won $80212 cash prize. Click now!
ham,Your order has been delivered successfully. Check control yet.
spam,Get rich quickly with this secret method.
spam,Claim your free iPhone today.
spam,Free vacation tickets available now.
spam,Free vacation tickets available now.
ham,Meeting has been shifted to 3 PM. Father year place which get.
ham,"Dinner is ready, come home soon."
spam,Urgent! Verify your bank account immediately.
ham,"Dinner is ready, come home soon. Reason white and cover effort former level."
ham,Thanks for helping me yesterday.
spam,Urgent! Verify your bank account immediately.
ham,"Hey, are we meeting tomorrow?"
ham,Your order has been delivered successfully.
ham,"Hey, are we meeting tomorrow? Dream pay who teach wide wait decision."
spam,Limited time offer! Buy now and save huge.
ham,Happy birthday! Have a great day. Myself per shoulder race newspaper current.
ham,Please send me the assignment notes.
spam,Congratulations! You won $38324 cash prize. Click now!
ham,"Dinner is ready, come home soon. System share offer race class travel raise."
ham,"Dinner is ready, come home soon. Than health as source pay science choose significant."
spam,Urgent! Verify your bank account immediately.
ham,Your order has been delivered successfully. Star cover himself response.
spam,Claim your free iPhone today.
ham,Don't forget the project submission. Yet knowledge item degree.
ham,Meeting has been shifted to 3 PM. Even nearly experience dream present.
spam,Your account has been selected for a free reward.
ham,"Hey, are we meeting tomorrow?"
ham,Your order has been delivered successfully. Very opportunity upon let.
spam,Free vacation tickets available now.
spam,Your account has been selected for a free reward.
spam,Congratulations! You won $81343 cash prize. Click now!
ham,Don't forget the project submission.
spam,Limited time offer! Buy now and save huge.
ham,"Dinner is ready, come home soon."
spam,Exclusive deal just for you. Click the link.
ham,Happy birthday! Have a great day. Foreign above situation possible stop public city.
ham,"Dinner is ready, come home soon. Recognize much across success able gas may."
spam,Exclusive deal just for you. Click the link.
ham,Don't forget the project submission.
ham,Meeting has been shifted to 3 PM.
ham,Let's attend the class together. Simple half health art side west financial.
ham,Your order has been delivered successfully.
ham,Your order has been delivered successfully. Stop American home here understand concern.
spam,Earn money fast from home without investment.
ham,Please send me the assignment notes. Other within do dinner short amount whatever fact.
spam,Get rich quickly with this secret method.
spam,Earn money fast from home without investment.
ham,Let's attend the class together.
ham,"Hey, are we meeting tomorrow? Ready major sort reach until interest."
ham,Your order has been delivered successfully. Bank doctor position someone imagine guy during music.
spam,Urgent! Verify your bank account immediately.
ham,Can you call me when you are free?
ham,Thanks for helping me yesterday. Marriage sure lay news.
spam,Free vacation tickets available now.
ham,Meeting has been shifted to 3 PM.
spam,Earn money fast from home without investment.
ham,"Hey, are we meeting tomorrow?"
spam,Limited time offer! Buy now and save huge.
ham,Happy birthday! Have a great day.
ham,Let's attend the class together.
ham,Happy birthday! Have a great day. Able often foot tell drop girl as.
spam,Earn money fast from home without investment.
ham,Meeting has been shifted to 3 PM.
spam,Claim your free iPhone today.
spam,You have won a lottery worth $22929.
ham,Please send me the assignment notes.
ham,Thanks for helping me yesterday.
ham,"Hey, are we meeting tomorrow?"
spam,Get rich quickly with this secret method.
ham,Let's attend the class together. This store police choose speak common place.
spam,Limited time offer! Buy now and save huge.
spam,Earn money fast from home without investment.
ham,Can you call me when you are free? Room up free.
ham,"Dinner is ready, come home soon. Majority rich pretty air couple information strong environmental."
spam,Free vacation tickets available now.
spam,Claim your free iPhone today.
ham,Don't forget the project submission. When hospital report wear.
spam,Earn money fast from home without investment.
ham,Thanks for helping me yesterday.
ham,Meeting has been shifted to 3 PM. American reduce play realize possible well page.
ham,"Hey, are we meeting tomorrow?"
spam,Urgent! Verify your bank account immediately.
spam,Earn money fast from home without investment.
ham,Your order has been delivered successfully.
spam,Urgent! Verify your bank account immediately.
ham,Happy birthday! Have a great day. Fear ground identify pull enter per.
spam,Exclusive deal just for you. Click the link.
ham,Please send me the assignment notes.
ham,Meeting has been shifted to 3 PM.
spam,Get rich quickly with this secret method.
ham,"Dinner is ready, come home soon. Away song church sense common small water."
